GSSCode,GSSCode,diversity2011,diversity2021,,GSSCode,diversity2011
E01004072,E01001370,1.046,0.922,,E01004072,1.046
E01004069,E01001371,1.053,0.959,,E01004069,1.053
E01004070,E01001366,1.106,0.978,,E01004070,1.106
E01004073,E01001368,1.029,0.868,,E01004073,1.029
E01004074,E01001444,1.073,1.334,,E01004074,1.073
E01004075,E01001446,0.869,1.27,,E01004075,0.869
E01003949,E01001546,1.237,1.367,,E01003949,1.237
E01003950,E01001552,1.396,1.324,,E01003950,1.396
E01003957,E01001442,1.196,1.368,,E01003957,1.196
E01003958,E01001545,1.211,1.35,,E01003958,1.211
E01004018,E01001547,1.135,1.367,,E01004018,1.135
E01003945,E01001548,1.295,1.378,,E01003945,1.295
E01003946,E01001551,1.362,1.279,,E01003946,1.362
E01003947,E01001445,1.415,1.392,,E01003947,1.415
E01003948,E01001447,1.252,1.389,,E01003948,1.252
E01003951,E01001448,1.237,1.334,,E01003951,1.237
E01003930,E01001449,1.441,1.379,,E01003930,1.441
E01003932,E01033148,1.464,1.35,,E01003932,1.464
E01003933,E01033150,1.442,1.41,,E01003933,1.442
E01032583,E01001408,1.349,0.831,,E01032583,1.349
E01032584,E01001411,1.452,0.88,,E01032584,1.452
E01004222,E01001412,1.435,1.04,,E01004222,1.435
E01004223,E01001413,1.396,0.567,,E01004223,1.396
E01004224,E01001414,1.41,1.234,,E01004224,1.41
E01004226,E01001407,1.413,1.129,,E01004226,1.413
E01004197,E01001409,1.428,1.406,,E01004197,1.428
E01004198,E01001410,1.379,1.321,,E01004198,1.379
E01004199,E01001516,1.31,1.372,,E01004199,1.31
E01004201,E01001537,1.389,1.008,,E01004201,1.389
E01004228,E01001439,1.152,1.404,,E01004228,1.152
E01004230,E01001441,1.378,1.377,,E01004230,1.378
E01004232,E01001517,1.227,1.357,,E01004232,1.227
E01004233,E01001549,1.395,1.373,,E01004233,1.395
E01004234,E01001550,1.193,1.33,,E01004234,1.193
E01004225,E01001433,1.166,1.32,,E01004225,1.166
E01004229,E01001434,1.386,1.312,,E01004229,1.386
E01004231,E01001435,1.399,1.343,,E01004231,1.399
E01032764,E01001436,1.358,1.385,,E01032764,1.358
E01032765,E01001438,1.428,1.433,,E01032765,1.428
E01032784,E01001469,1.33,1.099,,E01032784,1.33
E01004200,E01001536,1.321,1.03,,E01004200,1.321
E01004202,E01001540,1.383,0.896,,E01004202,1.383
E01004203,E01001541,1.351,0.766,,E01004203,1.351
E01004204,E01001542,1.388,1.061,,E01004204,1.388
E01004311,E01001538,1.356,0.877,,E01004311,1.356
E01004314,E01001539,1.107,0.93,,E01004314,1.107
E01004315,E01001543,1.37,1.027,,E01004315,1.37
E01004318,E01001544,1.482,0.957,,E01004318,1.482
E01004259,E01001457,1.355,1.019,,E01004259,1.355
E01004260,E01001468,1.396,1.095,,E01004260,1.396
E01004263,E01001471,1.384,1.001,,E01004263,1.384
E01004266,E01001472,1.3,0.869,,E01004266,1.3
E01004235,E01001474,1.329,0.912,,E01004235,1.329
E01004236,E01001415,1.273,1.108,,E01004236,1.273
E01004237,E01001417,1.471,1.082,,E01004237,1.471
E01004238,E01001418,1.35,1.199,,E01004238,1.35
E01004239,E01001422,1.381,1.044,,E01004239,1.381
E01004312,E01001440,1.374,1.413,,E01004312,1.374
E01004313,E01001504,1.394,1.437,,E01004313,1.394
E01004316,E01001505,1.338,1.467,,E01004316,1.338
E01004317,E01001507,1.331,1.341,,E01004317,1.331
E01004261,E01001508,1.351,1.418,,E01004261,1.351
E01004262,E01001513,1.335,1.324,,E01004262,1.335
E01004264,E01001416,1.206,1.164,,E01004264,1.206
E01032785,E01001470,1.413,0.942,,E01032785,1.413
E01032786,E01001473,1.362,1.195,,E01032786,1.362
E01004207,E01001475,1.373,1.159,,E01004207,1.373
E01004209,E01001437,1.254,1.459,,E01004209,1.254
E01004212,E01001509,1.369,1.477,,E01004212,1.369
E01032787,E01033926,1.268,1.448,,E01032787,1.268
E01004240,E01001405,1.371,0.946,,E01004240,1.371
E01004241,E01001406,1.361,1.214,,E01004241,1.361
E01004242,E01001450,1.37,1.187,,E01004242,1.37
E01004267,E01001512,1.426,1.15,,E01004267,1.426
E01004268,E01001515,1.379,1.367,,E01004268,1.379
E01004205,E01001401,1.196,1.213,,E01004205,1.196
E01004206,E01001478,1.307,1.386,,E01004206,1.307
E01004208,E01001484,1.349,1.385,,E01004208,1.349
E01004211,E01001511,1.36,1.303,,E01004211,1.36
E01004269,E01001514,1.383,1.173,,E01004269,1.383
E01004270,E01001518,1.361,1.249,,E01004270,1.361
E01004271,E01001451,1.308,0.902,,E01004271,1.308
E01004272,E01001452,1.228,1.015,,E01004272,1.228
E01004273,E01001453,1.254,0.993,,E01004273,1.254
E01004306,E01001454,1.325,0.954,,E01004306,1.325
E01004307,E01001476,1.261,1.444,,E01004307,1.261
E01004308,E01001477,1.268,1.402,,E01004308,1.268
E01004309,E01001481,1.334,1.407,,E01004309,1.334
E01004310,E01001502,1.28,1.44,,E01004310,1.28
E01004283,E01001503,1.314,1.435,,E01004283,1.314
E01004287,E01001520,1.354,1.237,,E01004287,1.354
E01004289,E01001522,1.37,1.275,,E01004289,1.37
E01004290,E01001523,1.374,0.993,,E01004290,1.374
E01004322,E01001524,1.378,1.293,,E01004322,1.378
E01004323,E01001526,1.287,0.986,,E01004323,1.287
E01004324,E01001419,1.217,1.195,,E01004324,1.217
E01004326,E01001420,1.383,1.129,,E01004326,1.383
E01004245,E01001421,1.313,1.113,,E01004245,1.313
E01004246,E01001525,1.386,1.149,,E01004246,1.386
E01004248,E01033927,1.38,1.172,,E01004248,1.38
E01004249,E01033928,1.42,1.131,,E01004249,1.42
E01004284,E01001398,1.346,1.066,,E01004284,1.346
E01004285,E01001399,1.206,1.261,,E01004285,1.206
E01004286,E01001400,1.308,1.054,,E01004286,1.308
E01004288,E01001402,1.286,1.139,,E01004288,1.286
E01004243,E01001403,1.384,1.304,,E01004243,1.384
E01004244,E01001455,1.394,1.079,,E01004244,1.394
E01004247,E01001456,1.382,0.9,,E01004247,1.382
E01004250,E01001564,1.393,0.907,,E01004250,1.393
E01004319,E01001567,1.166,0.85,,E01004319,1.166
E01004321,E01001568,1.228,1.018,,E01004321,1.228
E01004325,E01001569,1.324,0.93,,E01004325,1.324
E01032766,E01001479,1.409,1.416,,E01032766,1.409
E01032767,E01001482,1.281,1.476,,E01032767,1.281
E01004298,E01001487,1.314,1.432,,E01004298,1.314
E01004300,E01001489,1.338,1.417,,E01004300,1.338
E01004304,E01001491,1.259,1.384,,E01004304,1.259
E01004305,E01001459,1.335,1.397,,E01004305,1.335
E01004251,E01001460,1.346,1.341,,E01004251,1.346
E01004254,E01001462,1.266,1.401,,E01004254,1.266
E01004255,E01001480,1.34,1.414,,E01004255,1.34
E01004258,E01001488,1.312,1.434,,E01004258,1.312
E01004252,E01001483,1.392,1.359,,E01004252,1.392
E01004253,E01001485,1.411,1.429,,E01004253,1.411
E01004256,E01001486,1.32,1.421,,E01004256,1.32
E01004257,E01001492,1.349,1.433,,E01004257,1.349
E01004301,E01033146,1.208,1.419,,E01004301,1.208
E01004302,E01033151,1.199,1.422,,E01004302,1.199
E01004303,E01001404,1.393,1.289,,E01004303,1.393
E01032768,E01001493,1.286,1.283,,E01032768,1.286
E01032769,E01001494,1.306,1.342,,E01032769,1.306
E01004292,E01001496,1.194,1.204,,E01004292,1.194
E01004294,E01001570,1.33,1.146,,E01004294,1.33
E01004295,E01001423,1.213,1.422,,E01004295,1.213
E01004296,E01001425,1.331,1.444,,E01004296,1.331
E01004291,E01001428,1.125,1.412,,E01004291,1.125
E01004293,E01001461,1.105,1.381,,E01004293,1.105
E01004297,E01001464,1.128,1.379,,E01004297,1.128
E01004215,E01001521,1.417,1.101,,E01004215,1.417
E01004219,E01001531,1.352,0.947,,E01004219,1.352
E01004221,E01001532,1.335,0.905,,E01004221,1.335
E01032776,E01001533,1.408,1.238,,E01032776,1.408
E01032777,E01001535,1.452,1.182,,E01032777,1.452
E01032778,E01001495,1.427,0.834,,E01032778,1.427
E01032779,E01001498,1.454,1.087,,E01032779,1.454
E01032780,E01001563,1.297,0.968,,E01032780,1.297
E01004214,E01001565,1.409,1.145,,E01004214,1.409
E01004216,E01001566,1.314,0.94,,E01004216,1.314
E01004217,E01001424,1.265,1.418,,E01004217,1.265
E01004218,E01001426,1.322,1.449,,E01004218,1.322
E01004274,E01001427,1.353,1.399,,E01004274,1.353
E01004275,E01001429,1.252,1.421,,E01004275,1.252
E01004276,E01001430,1.203,1.378,,E01004276,1.203
E01004281,E01001463,1.296,1.422,,E01004281,1.296
E01032775,E01001465,1.303,1.372,,E01032775,1.303
E01032783,E01001466,1.383,1.35,,E01032783,1.383
E01004280,E01001467,1.42,1.415,,E01004280,1.42
E01032770,E01001497,1.429,1.332,,E01032770,1.429
E01032772,E01001499,1.348,1.397,,E01032772,1.348
E01032773,E01001392,1.413,1.102,,E01032773,1.413
E01032774,E01001528,1.456,1.382,,E01032774,1.456
E01004277,E01001529,1.289,1.23,,E01004277,1.289
E01032771,E01001530,1.409,1.344,,E01032771,1.409
E01032781,E01001534,1.306,1.154,,E01032781,1.306
E01032782,E01001431,1.459,1.381,,E01032782,1.459
E01004560,E01001432,1.118,1.442,,E01004560,1.118
E01004566,E01001555,0.878,1.488,,E01004566,0.878
E01004582,E01001557,1.194,1.437,,E01004582,1.194
E01004583,E01001558,1.151,1.405,,E01004583,1.151
E01004562,E01001559,1.478,1.415,,E01004562,1.478
E01004563,E01001394,1.474,1.228,,E01004563,1.474
E01004564,E01001395,1.136,1.325,,E01004564,1.136
E01004567,E01001397,1.484,1.389,,E01004567,1.484
E01033098,E01001500,1.356,1.15,,E01033098,1.356
E01033100,E01001556,1.428,1.377,,E01033100,1.428
E01033132,E01001560,1.487,1.453,,E01033132,1.487
E01004539,E01001390,1.478,1.127,,E01004539,1.478
E01004540,E01001391,1.279,1.057,,E01004540,1.279
E01004577,E01001393,1.041,1.019,,E01004577,1.041
E01004584,E01001396,1.423,1.125,,E01004584,1.423
E01004579,E01001501,1.108,1.277,,E01004579,1.108
E01004580,E01001527,1.256,1.102,,E01004580,1.256
E01004581,E01001458,1.159,1.432,,E01004581,1.159
E01033099,E01001553,1.392,1.382,,E01033099,1.392
E01033101,E01001554,1.23,1.372,,E01033101,1.23
E01033133,E01001562,1.331,1.434,,E01033133,1.331
E01004565,E01032574,1.082,1.448,,E01004565,1.082
E01004590,E01001690,1.2,1.12,,E01004590,1.2
E01004591,E01001692,1.269,1.121,,E01004591,1.269
E01004592,E01001693,1.119,1.105,,E01004592,1.119
E01004604,E01001694,0.517,1.114,,E01004604,0.517
E01004605,E01001687,0.932,1.232,,E01004605,0.932
E01004606,E01001688,0.625,1.287,,E01004606,0.625
E01004607,E01033739,0.683,1.222,,E01004607,0.683
E01004608,E01033740,0.954,1.338,,E01004608,0.954
E01004535,E01033741,1.457,1.354,,E01004535,1.457
E01004537,E01033743,1.459,1.209,,E01004537,1.459
E01004538,E01033745,1.436,1.222,,E01004538,1.436
E01004541,E01001575,1.448,1.229,,E01004541,1.448
E01004534,E01001576,0.936,1.168,,E01004534,0.936
E01004536,E01001577,1.408,1.195,,E01004536,1.408
E01004552,E01001578,0.892,1.183,,E01004552,0.892
E01004585,E01001579,0.99,1.214,,E01004585,0.99
E01004588,E01001705,0.942,1.342,,E01004588,0.942
E01004554,E01001708,0.831,1.06,,E01004554,0.831
E01004556,E01001710,0.73,1.297,,E01004556,0.73
E01004586,E01034173,0.902,1.304,,E01004586,0.902
E01004587,E01001672,0.94,1.4,,E01004587,0.94
E01004589,E01001673,0.755,1.332,,E01004589,0.755
E01004509,E01001674,1.154,1.399,,E01004509,1.154
E01004511,E01001675,0.863,1.397,,E01004511,0.863
E01004602,E01001677,0.854,1.403,,E01004602,0.854
E01004609,E01001631,0.914,1.326,,E01004609,0.914
E01033093,E01001632,0.904,1.38,,E01033093,0.904
E01033135,E01001635,0.729,1.241,,E01033135,0.729
E01004506,E01001636,1.042,1.403,,E01004506,1.042
E01004638,E01033742,0.763,1.263,,E01004638,0.763
E01004639,E01033744,0.995,1.308,,E01004639,0.995
E01004640,E01001571,0.882,1.304,,E01004640,0.882
E01004641,E01001572,1.103,1.225,,E01004641,1.103
E01004508,E01001573,1.047,1.287,,E01004508,1.047
E01004510,E01001574,1.107,1.269,,E01004510,1.107
E01004514,E01001629,0.903,1.306,,E01004514,0.903
E01004515,E01001633,1.314,1.394,,E01004515,1.314
E01004551,E01001634,1.276,1.291,,E01004551,1.276
E01004568,E01001637,1.357,1.31,,E01004568,1.357
E01004574,E01001695,1.497,1.327,,E01004574,1.497
E01004575,E01001696,1.317,1.412,,E01004575,1.317
E01004576,E01001697,1.297,1.392,,E01004576,1.297
E01004500,E01001700,1.049,1.444,,E01004500,1.049
E01004501,E01001703,1.151,1.287,,E01004501,1.151
E01004503,E01001704,1.081,1.272,,E01004503,1.081
E01004505,E01001588,1.128,1.221,,E01004505,1.128
E01004507,E01001589,1.087,1.213,,E01004507,1.087
E01004553,E01001591,0.904,1.265,,E01004553,0.904
E01004557,E01001595,0.876,1.342,,E01004557,0.876
E01004558,E01001590,0.852,1.086,,E01004558,0.852
E01004559,E01001592,0.793,1.042,,E01004559,0.793
E01004619,E01001593,0.727,0.812,,E01004619,0.727
E01004572,E01001594,1.265,1.267,,E01004572,1.265
E01004642,E01001698,1.142,1.232,,E01004642,1.142
E01004643,E01001699,1.401,1.236,,E01004643,1.401
E01004644,E01001701,1.089,1.128,,E01004644,1.089
E01004645,E01001702,1.377,1.325,,E01004645,1.377
E01004477,E01001581,0.597,0.954,,E01004477,0.597
E01004478,E01001585,0.933,0.836,,E01004478,0.933
E01004479,E01001586,0.782,0.893,,E01004479,0.782
E01004550,E01001587,1.16,0.83,,E01004550,1.16
E01004555,E01001678,0.776,1.287,,E01004555,0.776
E01004494,E01001683,1.261,1.232,,E01004494,1.261
E01004513,E01001684,1.368,1.159,,E01004513,1.368
E01004600,E01001685,1.48,1.194,,E01004600,1.48
E01004601,E01001646,1.275,1.29,,E01004601,1.275
E01004493,E01001650,1.12,1.297,,E01004493,1.12
E01004512,E01001651,0.969,1.242,,E01004512,0.969
E01004620,E01001652,1.048,1.039,,E01004620,1.048
E01004621,E01001679,0.972,1.062,,E01004621,0.972
E01004623,E01001680,0.925,0.936,,E01004623,0.925
E01004627,E01001681,0.886,1.134,,E01004627,0.886
E01004499,E01001682,1.096,1.097,,E01004499,1.096
E01004502,E01001686,0.964,1.186,,E01004502,0.964
E01004504,E01001580,1.16,0.765,,E01004504,1.16
E01004594,E01001582,0.984,1.105,,E01004594,0.984
E01004596,E01001583,0.94,0.733,,E01004596,0.94
E01004629,E01001584,1.175,0.651,,E01004629,1.175
E01004472,E01001645,1.008,1.207,,E01004472,1.008
E01004474,E01001647,1.203,1.217,,E01004474,1.203
E01004476,E01001648,1.178,1.227,,E01004476,1.178
E01004542,E01001649,0.896,1.153,,E01004542,0.896
E01004544,E01001605,1.054,0.675,,E01004544,1.054
E01004628,E01001606,1.303,0.572,,E01004628,1.303
E01004630,E01001610,1.471,0.696,,E01004630,1.471
E01004631,E01001611,1.318,0.896,,E01004631,1.318
E01004633,E01001620,1.492,1.034,,E01004633,1.492
E01004569,E01001621,1.332,0.849,,E01004569,1.332
E01004570,E01001623,1.457,1.15,,E01004570,1.457
E01004571,E01001624,1.374,0.897,,E01004571,1.374
E01004573,E01001625,1.309,0.994,,E01004573,1.309
E01004495,E01001604,1.469,0.744,,E01004495,1.469
E01004496,E01001607,1.005,0.719,,E01004496,1.005
E01004497,E01001608,1.07,0.483,,E01004497,1.07
E01004622,E01001609,1.317,0.812,,E01004622,1.317
E01004624,E01001613,0.978,0.824,,E01004624,0.978
E01004593,E01001614,1.141,0.583,,E01004593,1.141
E01004595,E01001615,1.019,0.986,,E01004595,1.019
E01004597,E01001617,1.099,0.704,,E01004597,1.099
E01004598,E01001653,0.934,0.941,,E01004598,0.934
E01004599,E01001654,0.783,1.133,,E01004599,0.783
E01004473,E01001655,1.088,0.872,,E01004473,1.088
E01004475,E01001660,1.222,1.245,,E01004475,1.222
E01004480,E01001661,1.144,0.997,,E01004480,1.144
E01004483,E01001618,1.331,0.868,,E01004483,1.331
E01004484,E01001619,1.196,0.82,,E01004484,1.196
E01004486,E01033729,1.071,1.053,,E01004486,1.071
E01004543,E01001597,0.852,1.04,,E01004543,0.852
E01004545,E01001598,0.958,1.072,,E01004545,0.958
E01004546,E01001602,1.042,0.935,,E01004546,1.042
E01004549,E01001603,1.256,0.928,,E01004549,1.256
E01004625,E01001596,0.538,0.846,,E01004625,0.538
E01004626,E01001599,1.072,0.897,,E01004626,1.072
E01004632,E01001600,1.104,0.843,,E01004632,1.104
E01004634,E01001601,1.234,0.79,,E01004634,1.234
E01004635,E01001669,1.251,1.311,,E01004635,1.251
E01004636,E01001671,1.279,1.183,,E01004636,1.279
E01004637,E01001676,1.273,1.319,,E01004637,1.273
E01004481,E01032567,1.301,1.232,,E01004481,1.301
E01004488,E01001656,1.189,0.886,,E01004488,1.189
E01004547,E01001657,1.315,0.882,,E01004547,1.315
E01004548,E01001658,1.206,1.095,,E01004548,1.206
E01004482,E01001659,1.347,1.308,,E01004482,1.347
E01004485,E01034174,1.215,1.16,,E01004485,1.215
E01004487,E01034175,1.173,1.215,,E01004487,1.173
E01004489,E01034176,1.168,0.974,,E01004489,1.168
E01004490,E01034177,0.916,1.301,,E01004490,0.916
E01004491,E01033727,1.46,1.291,,E01004491,1.46
E01004492,E01033728,1.294,1.092,,E01004492,1.294
E01004498,E01034178,0.897,1.289,,E01004498,0.897
E01004532,E01034179,1.333,1.276,,E01004532,1.333
E01004611,E01034180,1.425,1.33,,E01004611,1.425
E01004612,E01034181,1.431,1.093,,E01004612,1.431
E01004618,E01034182,1.357,1.203,,E01004618,1.357
E01004531,E01001664,1.472,0.96,,E01004531,1.472
E01004533,E01001665,1.449,1.057,,E01004533,1.449
E01004610,E01033738,1.438,1.208,,E01004610,1.438
E01004613,E01034183,1.486,1.156,,E01004613,1.486
E01004614,E01034184,1.483,1.177,,E01004614,1.483
E01004615,E01034185,1.476,0.806,,E01004615,1.476
E01004616,E01001638,1.484,1.266,,E01004616,1.484
E01004617,E01001641,1.476,1.002,,E01004617,1.476
E01004525,E01001642,1.439,0.665,,E01004525,1.439
E01004526,E01001644,1.44,1.132,,E01004526,1.44
E01004527,E01033746,1.445,0.809,,E01004527,1.445
E01004528,E01033736,1.51,1.193,,E01004528,1.51
E01004529,E01033734,1.394,1.245,,E01004529,1.394
E01004530,E01034186,1.4,1.146,,E01004530,1.4
E01004516,E01034187,1.334,1.317,,E01004516,1.334
E01004518,E01034188,1.366,1.258,,E01004518,1.366
E01004519,E01034189,1.448,1.278,,E01004519,1.448
E01004520,E01034190,1.447,1.286,,E01004520,1.447
E01004523,E01034191,1.321,1.189,,E01004523,1.321
E01004517,E01034192,1.446,0.964,,E01004517,1.446
E01004521,E01034193,1.477,1.35,,E01004521,1.477
E01004522,E01034194,1.456,1.216,,E01004522,1.456
E01004524,E01034195,1.465,1.375,,E01004524,1.465
E01004647,E01034196,1.347,1.236,,E01004647,1.347
E01004649,E01033732,1.424,1.283,,E01004649,1.424
E01004724,E01001666,1.362,1.337,,E01004724,1.362
E01004730,E01001712,1.376,1.34,,E01004730,1.376
E01004646,E01033737,1.324,1.36,,E01004646,1.324
E01004648,E01034198,1.321,1.306,,E01004648,1.321
E01004650,E01033735,1.268,1.338,,E01004650,1.268
E01004710,E01001808,1.537,0.867,,E01004710,1.537
E01004711,E01001809,1.483,1.059,,E01004711,1.483
E01004651,E01001814,1.391,1.124,,E01004651,1.391
E01004725,E01001823,1.535,1.123,,E01004725,1.535
E01004726,E01001825,1.429,0.694,,E01004726,1.429
E01004728,E01001714,1.444,1.389,,E01004728,1.444
E01004729,E01001811,1.491,1.402,,E01004729,1.491
E01004718,E01001813,1.525,1.48,,E01004718,1.525
E01004719,E01035638,1.461,1.353,,E01004719,1.461
E01004720,E01035639,1.501,1.377,,E01004720,1.501
E01004721,E01001799,1.553,0.88,,E01004721,1.553
E01004722,E01001802,1.576,1.28,,E01004722,1.576
E01004674,E01001804,1.578,0.903,,E01004674,1.578
E01004675,E01001807,1.55,1.086,,E01004675,1.55
E01004677,E01001812,1.454,0.981,,E01004677,1.454
E01004678,E01001725,1.531,1.154,,E01004678,1.531
E01004679,E01001726,1.558,1.403,,E01004679,1.558
E01004723,E01001800,1.534,1.132,,E01004723,1.534
E01004676,E01001824,1.5,1.106,,E01004676,1.5
E01004706,E01001826,1.214,1.11,,E01004706,1.214
E01004707,E01001723,1.245,1.14,,E01004707,1.245
E01004708,E01001724,1.412,1.156,,E01004708,1.412
E01004756,E01001727,1.456,1.185,,E01004756,1.456
E01004701,E01001768,1.322,1.207,,E01004701,1.322
E01004703,E01001769,1.327,1.29,,E01004703,1.327
E01004705,E01001715,1.177,1.003,,E01004705,1.177
E01004709,E01001716,1.459,1.401,,E01004709,1.459
E01033600,E01001717,1.178,1.25,,E01033600,1.178
E01033608,E01001718,1.201,0.971,,E01033608,1.201
E01004659,E01001719,1.382,1.329,,E01004659,1.382
E01004660,E01001720,1.438,0.942,,E01004660,1.438
E01004712,E01001742,1.284,1.239,,E01004712,1.284
E01004727,E01001801,1.443,1.068,,E01004727,1.443
E01004670,E01001803,1.546,0.833,,E01004670,1.546
E01004702,E01001806,1.554,1.156,,E01004702,1.554
E01033598,E01001741,1.577,0.907,,E01033598,1.577
E01033601,E01001805,1.529,1.205,,E01033601,1.529
E01033602,E01001829,1.57,0.914,,E01033602,1.57
E01033603,E01001831,1.532,1.162,,E01033603,1.532
E01033604,E01001832,1.552,1.296,,E01033604,1.552
E01033605,E01001764,1.55,1.421,,E01033605,1.55
E01004754,E01001765,1.559,1.387,,E01004754,1.559
E01004755,E01001767,1.572,1.299,,E01004755,1.572
E01004757,E01001770,1.563,1.361,,E01004757,1.563
E01032512,E01033703,1.582,1.347,,E01032512,1.582
E01032513,E01033713,1.565,1.217,,E01032513,1.565
E01004713,E01001792,1.091,1.356,,E01004713,1.091
E01004714,E01001793,1.312,1.271,,E01004714,1.312
E01004716,E01001794,1.183,1.211,,E01004716,1.183
E01004717,E01001795,1.049,1.214,,E01004717,1.049
E01004762,E01001796,1.365,1.2,,E01004762,1.365
E01004657,E01001736,1.199,1.092,,E01004657,1.199
E01004658,E01001737,1.472,1.119,,E01004658,1.472
E01004661,E01001738,1.473,1.008,,E01004661,1.473
E01004662,E01001739,1.317,0.925,,E01004662,1.317
E01004663,E01001786,1.339,1.331,,E01004663,1.339
E01004715,E01001787,1.407,1.338,,E01004715,1.407
E01004763,E01001788,1.284,1.331,,E01004763,1.284
E01004765,E01001790,1.36,1.273,,E01004765,1.36
E01033595,E01001740,1.276,1.409,,E01033595,1.276
E01033596,E01001747,1.303,1.199,,E01033596,1.303
E01004653,E01001830,1.117,1.333,,E01004653,1.117
E01004654,E01001833,1.23,1.31,,E01004654,1.23
E01004656,E01001834,1.418,1.261,,E01004656,1.418
E01004760,E01001835,1.485,1.102,,E01004760,1.485
E01033606,E01001733,1.375,1.189,,E01033606,1.375
E01033607,E01001785,1.215,1.267,,E01033607,1.215
E01004680,E01001789,1.284,1.226,,E01004680,1.284
E01004683,E01001791,1.321,1.367,,E01004683,1.321
E01004684,E01001745,1.518,1.423,,E01004684,1.518
E01004686,E01001746,1.47,1.434,,E01004686,1.47
E01033593,E01001757,1.548,1.384,,E01033593,1.548
E01033594,E01001758,1.462,1.42,,E01033594,1.462
E01004681,E01001759,1.389,1.295,,E01004681,1.389
E01004682,E01001761,1.401,1.318,,E01004682,1.401
E01004694,E01001731,1.345,1.37,,E01004694,1.345
