GSSCode,GSSCode,diversity2011,diversity2021,,GSSCode,diversity2011
E01002425,E01003676,1.448,0.89,,E01002425,1.448
E01002427,E01003677,1.365,1,,E01002427,1.365
E01002428,E01003678,1.358,1.055,,E01002428,1.358
E01002408,E01003679,1.362,0.936,,E01002408,1.362
E01002409,E01003680,1.386,0.975,,E01002409,1.386
E01002429,E01003681,1.381,1.182,,E01002429,1.381
E01002455,E01003682,1.402,0.932,,E01002455,1.402
E01002457,E01003663,1.416,1.205,,E01002457,1.416
E01002392,E01003664,1.468,1.263,,E01002392,1.468
E01002393,E01033590,1.484,1.384,,E01002393,1.484
E01002540,E01033592,1.482,1.264,,E01002540,1.482
E01002542,E01003665,1.488,1.257,,E01002542,1.488
E01002543,E01003661,1.479,1.239,,E01002543,1.479
E01002394,E01003666,1.397,1.38,,E01002394,1.397
E01002395,E01003662,1.404,1.286,,E01002395,1.404
E01002397,E01033591,1.335,1.169,,E01002397,1.335
E01002398,E01033589,1.299,0.958,,E01002398,1.299
E01002399,E01003689,1.322,0.939,,E01002399,1.322
E01002426,E01003686,1.423,0.886,,E01002426,1.423
E01002411,E01003688,1.182,1.039,,E01002411,1.182
E01002413,E01003683,1.201,1.079,,E01002413,1.201
E01002518,E01003685,1.236,0.992,,E01002518,1.236
E01002519,E01003684,1.15,1.013,,E01002519,1.15
E01002550,E01003797,1.307,0.442,,E01002550,1.307
E01002554,E01003798,1.431,0.555,,E01002554,1.431
E01002541,E01003799,1.447,0.498,,E01002541,1.447
E01002544,E01003800,1.43,0.773,,E01002544,1.43
E01002545,E01003801,1.519,0.774,,E01002545,1.519
E01002546,E01003802,1.301,0.924,,E01002546,1.301
E01002547,E01003803,1.348,1.043,,E01002547,1.348
E01002400,E01003846,1.436,0.702,,E01002400,1.436
E01002401,E01003847,1.472,0.771,,E01002401,1.472
E01002402,E01003849,1.453,0.685,,E01002402,1.453
E01002403,E01003851,1.453,0.531,,E01002403,1.453
E01002404,E01003860,1.474,0.611,,E01002404,1.474
E01002548,E01003864,1.206,0.783,,E01002548,1.206
E01002549,E01003852,1.317,0.738,,E01002549,1.317
E01002551,E01003853,1.332,0.612,,E01002551,1.332
E01002552,E01003854,1.275,0.548,,E01002552,1.275
E01002553,E01003855,1.282,0.903,,E01002553,1.282
E01002396,E01003856,1.365,0.64,,E01002396,1.365
E01002501,E01003857,1.422,0.564,,E01002501,1.422
E01002502,E01003858,1.451,0.402,,E01002502,1.451
E01002505,E01003848,1.479,0.818,,E01002505,1.479
E01002508,E01003861,1.463,0.872,,E01002508,1.463
E01002405,E01003862,1.434,0.974,,E01002405,1.434
E01002406,E01003863,1.444,0.813,,E01002406,1.444
E01002503,E01003865,1.403,0.834,,E01002503,1.403
E01002504,E01033570,1.432,1.142,,E01002504,1.432
E01002506,E01033571,1.389,0.76,,E01002506,1.389
E01002507,E01003804,1.349,0.711,,E01002507,1.349
E01002486,E01003807,1.465,0.769,,E01002486,1.465
E01002487,E01003808,1.425,0.555,,E01002487,1.425
E01002526,E01003809,1.37,0.639,,E01002526,1.37
E01002528,E01003859,1.313,0.666,,E01002528,1.313
E01002532,E01003873,1.389,0.659,,E01002532,1.389
E01002445,E01003874,1.44,0.692,,E01002445,1.44
E01002525,E01003875,1.125,0.866,,E01002525,1.125
E01002529,E01003878,1.46,0.786,,E01002529,1.46
E01002530,E01003866,1.281,0.482,,E01002530,1.281
E01002531,E01003868,1.15,0.503,,E01002531,1.15
E01002407,E01003871,1.396,0.608,,E01002407,1.396
E01002488,E01003872,1.373,0.693,,E01002488,1.373
E01002489,E01003821,1.293,0.815,,E01002489,1.293
E01002490,E01003876,1.391,0.716,,E01002490,1.391
E01002492,E01003877,1.334,0.629,,E01002492,1.334
E01002444,E01003879,1.444,0.729,,E01002444,1.444
E01002446,E01003892,1.312,0.657,,E01002446,1.312
E01002447,E01003893,1.443,0.568,,E01002447,1.443
E01002527,E01003894,1.211,0.537,,E01002527,1.211
E01002443,E01003895,1.35,0.649,,E01002443,1.35
E01002448,E01003905,1.416,0.817,,E01002448,1.416
E01002449,E01003906,1.424,0.763,,E01002449,1.424
E01002491,E01003907,1.431,0.987,,E01002491,1.431
E01002493,E01003908,1.485,0.919,,E01002493,1.485
E01002496,E01003909,1.225,0.91,,E01002496,1.225
E01002497,E01003867,1.297,0.926,,E01002497,1.297
E01002498,E01003869,1.149,0.682,,E01002498,1.149
E01002499,E01003870,1.251,0.709,,E01002499,1.251
E01032577,E01003910,1.16,0.803,,E01032577,1.16
E01002569,E01003805,0.924,0.493,,E01002569,0.924
E01002570,E01003806,1.026,0.457,,E01002570,1.026
E01002573,E01003816,0.893,0.669,,E01002573,0.893
E01002574,E01003817,1.02,0.793,,E01002574,1.02
E01002575,E01003840,1.021,1.123,,E01002575,1.021
E01002562,E01003841,1.343,1.279,,E01002562,1.343
E01002564,E01003842,1.387,0.945,,E01002564,1.387
E01002566,E01003843,1.509,1.082,,E01002566,1.509
E01002568,E01003844,1.448,0.838,,E01002568,1.448
E01033081,E01003845,1.335,0.952,,E01033081,1.335
E01033082,E01003882,1.223,0.555,,E01033082,1.223
E01002620,E01003883,1.396,0.556,,E01002620,1.396
E01002625,E01003896,1.194,0.651,,E01002625,1.194
E01002626,E01003897,1.304,0.71,,E01002626,1.304
E01002627,E01003898,1.446,0.586,,E01002627,1.446
E01002631,E01003899,1.278,0.706,,E01002631,1.278
E01002633,E01003900,1.433,0.813,,E01002633,1.433
E01002634,E01003901,1.428,0.66,,E01002634,1.428
E01002637,E01003902,1.301,0.818,,E01002637,1.301
E01002638,E01003903,1.337,0.955,,E01002638,1.337
E01002563,E01003904,1.308,0.703,,E01002563,1.308
E01002565,E01003880,1.226,0.522,,E01002565,1.226
E01002567,E01003881,1.076,0.625,,E01002567,1.076
E01002684,E01003884,1.331,0.542,,E01002684,1.331
E01002686,E01003885,1.325,0.575,,E01002686,1.325
E01002571,E01003818,0.952,0.819,,E01002571,0.952
E01002572,E01003819,1.345,0.855,,E01002572,1.345
E01002577,E01003820,1.106,0.78,,E01002577,1.106
E01002578,E01003811,1.043,0.56,,E01002578,1.043
E01002689,E01003812,1.195,0.592,,E01002689,1.195
E01002690,E01003890,0.952,0.598,,E01002690,0.952
E01002576,E01003891,1.226,0.511,,E01002576,1.226
E01002579,E01003810,0.949,0.553,,E01002579,0.949
E01002580,E01003813,1.134,0.529,,E01002580,1.134
E01002581,E01003814,1.037,0.618,,E01002581,1.037
E01002582,E01003815,0.823,0.594,,E01002582,0.823
E01002675,E01003828,1.414,0.642,,E01002675,1.414
E01002678,E01003829,1.354,0.803,,E01002678,1.354
E01002679,E01003830,1.373,0.832,,E01002679,1.373
E01002680,E01003831,1.4,0.933,,E01002680,1.4
E01002619,E01003832,1.216,0.917,,E01002619,1.216
E01002622,E01003833,1.212,0.856,,E01002622,1.212
E01002632,E01003886,1.254,0.547,,E01002632,1.254
E01002635,E01003887,1.177,0.49,,E01002635,1.177
E01002636,E01003888,1.213,0.62,,E01002636,1.213
E01002618,E01003889,1.172,0.464,,E01002618,1.172
E01002621,E01003834,1.287,0.641,,E01002621,1.287
E01002623,E01003835,1.28,0.54,,E01002623,1.28
E01002628,E01003836,1.274,0.579,,E01002628,1.274
E01002629,E01003837,1.349,0.661,,E01002629,1.349
E01002630,E01003838,1.308,0.63,,E01002630,1.308
E01002639,E01003839,1.205,0.728,,E01002639,1.205
E01002640,E01003822,1.159,0.611,,E01002640,1.159
E01002674,E01003823,1.34,0.567,,E01002674,1.34
E01002676,E01003824,1.25,0.561,,E01002676,1.25
E01002583,E01003825,1.253,0.553,,E01002583,1.253
E01002584,E01003826,1.187,0.71,,E01002584,1.187
E01002585,E01003827,1.328,0.649,,E01002585,1.328
E01002586,E01004029,1.177,1.17,,E01002586,1.177
E01002589,E01004032,1.383,1.034,,E01002589,1.383
E01002668,E01004053,1.29,0.969,,E01002668,1.29
E01002669,E01004054,1.323,0.943,,E01002669,1.323
E01002681,E01004055,1.46,1.092,,E01002681,1.46
E01002682,E01003929,1.37,1.128,,E01002682,1.37
E01002683,E01003934,1.324,1.139,,E01002683,1.324
E01002642,E01003935,1.262,1.275,,E01002642,1.262
E01002643,E01003939,1.398,1.358,,E01002643,1.398
E01002645,E01033867,1.391,1.205,,E01002645,1.391
E01002658,E01033868,1.178,1.129,,E01002658,1.178
E01002677,E01003975,1.363,1.298,,E01002677,1.363
E01002587,E01004023,1.255,1.105,,E01002587,1.255
E01002588,E01004028,1.493,1.275,,E01002588,1.493
E01002660,E01033869,1.229,1.235,,E01002660,1.229
E01002661,E01033870,1.115,1.193,,E01002661,1.115
E01002665,E01033871,1.277,1.16,,E01002665,1.277
E01002624,E01033872,1.261,1.17,,E01002624,1.261
E01002646,E01003938,1.341,1.405,,E01002646,1.341
E01002662,E01003940,1.183,1.395,,E01002662,1.183
E01002663,E01003941,1.322,1.241,,E01002663,1.322
E01002664,E01003942,1.328,1.439,,E01002664,1.328
E01002641,E01003979,1.286,1.18,,E01002641,1.286
E01002648,E01003981,1.307,1.294,,E01002648,1.307
E01002649,E01004030,1.373,1.023,,E01002649,1.373
E01002657,E01004031,1.339,1.206,,E01002657,1.339
E01033083,E01004033,1.083,1.296,,E01033083,1.083
E01033084,E01004034,1.369,1.259,,E01033084,1.369
E01002653,E01004036,1.325,1.329,,E01002653,1.325
E01002654,E01004056,1.373,1.118,,E01002654,1.373
E01002655,E01004057,1.344,1.171,,E01002655,1.344
E01002656,E01004058,1.242,0.97,,E01002656,1.242
E01002659,E01004059,1.34,1.053,,E01002659,1.34
E01002667,E01004060,1.261,1.219,,E01002667,1.261
E01002670,E01003936,1.232,1.02,,E01002670,1.232
E01002671,E01003937,1.003,1.295,,E01002671,1.003
E01002672,E01003943,1.478,1.458,,E01002672,1.478
E01002673,E01033873,1.527,1.456,,E01002673,1.527
E01002647,E01033874,1.357,1.175,,E01002647,1.357
E01002650,E01003977,1.324,1.251,,E01002650,1.324
E01002651,E01004037,1.266,1.302,,E01002651,1.266
E01002652,E01004038,1.238,1.312,,E01002652,1.238
E01002666,E01004042,1.222,1.111,,E01002666,1.222
E01002555,E01004043,1.34,0.966,,E01002555,1.34
E01002556,E01003986,1.332,1.291,,E01002556,1.332
E01002590,E01003987,1.298,1.244,,E01002590,1.298
E01002592,E01004024,1.377,1.243,,E01002592,1.377
E01002595,E01004035,1.341,1.202,,E01002595,1.341
E01002557,E01003960,1.262,1.209,,E01002557,1.262
E01002558,E01003961,1.32,1.351,,E01002558,1.32
E01002559,E01003994,1.32,1.317,,E01002559,1.32
E01002560,E01033875,1.217,1.334,,E01002560,1.217
E01002561,E01033876,1.338,1.162,,E01002561,1.338
E01002591,E01033877,1.22,1.294,,E01002591,1.22
E01002593,E01003980,1.31,1.309,,E01002593,1.31
E01002594,E01004039,1.383,1.347,,E01002594,1.383
E01002611,E01004040,1.268,1.374,,E01002611,1.268
E01002612,E01004041,1.334,1.396,,E01002612,1.334
E01002613,E01004044,1.299,1.282,,E01002613,1.299
E01002598,E01003992,1.312,1.325,,E01002598,1.312
E01002599,E01003995,1.273,1.262,,E01002599,1.273
E01002600,E01003998,1.185,1.079,,E01002600,1.185
E01002603,E01003999,1.361,1.263,,E01002603,1.361
E01033000,E01032639,1.443,1.261,,E01033000,1.443
E01033030,E01032719,1.344,1.42,,E01033030,1.344
E01002604,E01003966,1.394,1.458,,E01002604,1.394
E01002605,E01003971,1.292,1.3,,E01002605,1.292
E01002606,E01033878,1.328,1.367,,E01002606,1.328
E01002607,E01033879,1.375,1.287,,E01002607,1.375
E01002615,E01033880,1.391,1.413,,E01002615,1.391
E01002596,E01003963,1.412,1.385,,E01002596,1.412
E01002601,E01003972,1.257,1.282,,E01002601,1.257
E01002602,E01003973,0.889,1.286,,E01002602,0.889
E01002614,E01033881,1.251,1.381,,E01002614,1.251
E01002616,E01003923,1.119,1.281,,E01002616,1.119
E01002608,E01003969,1.32,1.336,,E01002608,1.32
E01002609,E01003991,1.122,1.436,,E01002609,1.122
E01002610,E01003993,1.308,1.244,,E01002610,1.308
E01002617,E01003997,1.049,1.327,,E01002617,1.049
E01002687,E01003983,1.016,1.289,,E01002687,1.016
E01002691,E01003988,1.36,1.346,,E01002691,1.36
E01002692,E01003989,1.292,1.4,,E01002692,1.292
E01002693,E01003990,1.081,1.239,,E01002693,1.081
E01032573,E01004007,1.086,1.25,,E01032573,1.086
E01003006,E01003912,1.057,1.334,,E01003006,1.057
E01003007,E01004011,1.005,1.291,,E01003007,1.005
E01003008,E01004012,1.021,1.385,,E01003008,1.021
E01003009,E01004013,1.024,1.314,,E01003009,1.024
E01003010,E01004014,0.783,1.203,,E01003010,0.783
E01002952,E01003911,1.273,1.323,,E01002952,1.273
E01002953,E01003916,1.353,1.336,,E01002953,1.353
E01002955,E01003917,1.395,1.284,,E01002955,1.395
E01002956,E01003918,1.342,1.239,,E01002956,1.342
E01002959,E01003925,1.309,1.312,,E01002959,1.309
E01002935,E01003919,1.133,1.323,,E01002935,1.133
E01002938,E01003920,0.937,1.335,,E01002938,0.937
E01002951,E01003921,1.124,1.334,,E01002951,1.124
E01002954,E01003922,1.366,1.36,,E01002954,1.366
E01002957,E01003924,1.463,1.38,,E01002957,1.463
E01002933,E01003926,1.023,1.259,,E01002933,1.023
E01002934,E01004008,0.949,1.272,,E01002934,0.949
E01002937,E01004010,0.931,1.443,,E01002937,0.931
E01003011,E01004067,0.972,1.394,,E01003011,0.972
E01033568,E01033882,1.408,1.306,,E01033568,1.408
E01033569,E01033883,1.17,1.227,,E01033569,1.17
E01002964,E01003984,1.172,1.26,,E01002964,1.172
E01002969,E01004003,1.462,1.312,,E01002969,1.462
E01002971,E01004004,1.056,1.301,,E01002971,1.056
E01002972,E01004005,1.233,1.288,,E01002972,1.233
E01002974,E01004006,1.259,1.19,,E01002974,1.259
E01002932,E01003913,1.37,1.229,,E01002932,1.37
E01002960,E01003914,1.322,1.11,,E01002960,1.322
E01002962,E01003915,1.299,1.259,,E01002962,1.299
E01002970,E01004050,1.239,0.926,,E01002970,1.239
E01002973,E01004052,1.355,0.975,,E01002973,1.355
E01002929,E01004061,1.102,1.009,,E01002929,1.102
E01002930,E01004062,1.271,1.237,,E01002930,1.271
E01002931,E01004063,1.256,1.046,,E01002931,1.256
E01002963,E01004065,1.231,0.932,,E01002963,1.231
E01002985,E01004066,1.292,1.26,,E01002985,1.292
E01002927,E01004000,1.231,1.208,,E01002927,1.231
E01002928,E01004001,1.223,1.146,,E01002928,1.223
E01002958,E01004019,1.029,1.217,,E01002958,1.029
E01002961,E01004064,1.246,1.203,,E01002961,1.246
E01002986,E01004068,1.256,1.17,,E01002986,1.256
E01002965,E01004045,1.2,1.292,,E01002965,1.2
E01002967,E01004047,0.988,1.369,,E01002967,0.988
E01002968,E01004048,1.285,1.264,,E01002968,1.285
E01002990,E01004049,1.046,1.31,,E01002990,1.046
E01002991,E01004051,0.996,0.9,,E01002991,0.996
E01002922,E01003953,0.847,0.898,,E01002922,0.847
E01002926,E01003955,0.947,0.988,,E01002926,0.947
E01002966,E01004015,0.859,0.852,,E01002966,0.859
E01002992,E01004021,1.171,0.855,,E01002992,1.171
E01002921,E01004046,1.114,0.983,,E01002921,1.114
E01002987,E01004002,1.153,0.977,,E01002987,1.153
E01002988,E01004016,1.203,0.936,,E01002988,1.203
E01002989,E01004017,0.916,0.95,,E01002989,0.916
E01002975,E01004020,1.329,1.266,,E01002975,1.329
E01002977,E01003952,1.259,0.973,,E01002977,1.259
E01002980,E01003954,1.26,0.877,,E01002980,1.26
E01002981,E01003956,1.3,0.997,,E01002981,1.3
E01002984,E01004071,1.315,1.11,,E01002984,1.315
E01002923,E01004072,1.181,0.768,,E01002923,1.181
E01002925,E01004069,0.944,0.741,,E01002925,0.944
E01002993,E01004070,0.993,0.877,,E01002993,0.993
E01002995,E01004073,1.036,0.759,,E01002995,1.036
E01002999,E01004074,1.135,0.708,,E01002999,1.135
E01002915,E01004075,1.221,0.665,,E01002915,1.221
E01002916,E01003949,1.182,1.08,,E01002916,1.182
E01002917,E01003950,1.03,1.319,,E01002917,1.03
E01002920,E01003957,1.002,0.914,,E01002920,1.002
E01002924,E01003958,0.858,0.999,,E01002924,0.858
E01002976,E01004018,1.011,0.895,,E01002976,1.011
E01002978,E01003945,1.183,1.095,,E01002978,1.183
E01002979,E01003946,1.064,1.204,,E01002979,1.064
E01002982,E01003947,1.29,1.254,,E01002982,1.29
E01002983,E01003948,1.219,1.064,,E01002983,1.219
E01002994,E01003951,1.033,1.1,,E01002994,1.033
E01002996,E01003930,0.889,1.359,,E01002996,0.889
E01002997,E01003932,0.935,1.4,,E01002997,0.935
E01002998,E01003933,1.109,1.271,,E01002998,1.109
E01003002,E01032583,1.13,1.313,,E01003002,1.13
E01002918,E01032584,1.241,1.319,,E01002918,1.241
E01002919,E01033884,1.358,1.224,,E01002919,1.358
E01003000,E01032640,1.213,0.825,,E01003000,1.213
E01003001,E01032834,1.257,0.721,,E01003001,1.257
E01003003,E01032638,1.206,0.799,,E01003003,1.206
E01002939,E01032637,1.056,0.839,,E01002939,1.056
E01002941,E01033885,0.779,1.284,,E01002941,0.779
E01002942,E01032646,0.713,1.095,,E01002942,0.713
E01003004,E01032803,1.163,1.208,,E01003004,1.163
E01003005,E01003976,0.891,1.24,,E01003005,0.891
E01002944,E01004125,1.018,0.971,,E01002944,1.018
E01002945,E01004183,0.663,1.043,,E01002945,0.663
E01002946,E01004184,0.7,0.923,,E01002946,0.7
E01002947,E01004185,0.69,1.177,,E01002947,0.69
E01002940,E01004189,0.936,1.079,,E01002940,0.936
E01002943,E01004123,0.834,1.17,,E01002943,0.834
E01002948,E01004124,1.022,1.053,,E01002948,1.022
E01002949,E01004126,0.958,1.002,,E01002949,0.958
E01002950,E01004128,0.783,0.997,,E01002950,0.783
E01003472,E01004129,0.874,1.106,,E01003472,0.874
E01003473,E01004130,1.058,0.958,,E01003473,1.058
E01003474,E01004131,0.793,0.975,,E01003474,0.793
E01003475,E01004134,1.256,1.085,,E01003475,1.256
E01003478,E01004135,0.933,0.931,,E01003478,0.933
E01003460,E01004136,0.755,1.056,,E01003460,0.755
E01003462,E01004164,0.915,0.702,,E01003462,0.915
E01003464,E01004166,1.136,0.739,,E01003464,1.136
E01003465,E01004169,0.923,1.059,,E01003465,0.923
E01003400,E01004186,1.073,1.116,,E01003400,1.073
E01003454,E01034153,1.066,1.087,,E01003454,1.066
E01003456,E01034154,1.097,1.166,,E01003456,1.097
E01003476,E01004127,1.207,1.006,,E01003476,1.207
E01003477,E01004163,0.98,0.892,,E01003477,0.98
E01003401,E01004165,1.123,0.956,,E01003401,1.123
E01003402,E01004167,1.189,1.035,,E01003402,1.189
E01003403,E01004187,0.899,0.904,,E01003403,0.899
E01003404,E01004117,1.053,0.654,,E01003404,1.053
E01003461,E01004121,0.79,0.885,,E01003461,0.79
E01003367,E01004192,1.336,0.901,,E01003367,1.336
E01003369,E01004193,1.343,0.999,,E01003369,1.343
E01003370,E01004195,1.359,1.008,,E01003370,1.359
E01003371,E01004144,1.314,1.02,,E01003371,1.314
E01003455,E01004145,1.179,1.112,,E01003455,1.179
E01003359,E01004146,1.27,0.99,,E01003359,1.27
E01003360,E01004147,1.064,0.835,,E01003360,1.064
E01003457,E01004116,0.895,0.788,,E01003457,0.895
E01003458,E01004122,1.042,0.825,,E01003458,1.042
E01003459,E01004190,1.279,0.73,,E01003459,1.279
E01003394,E01004191,1.433,0.862,,E01003394,1.433
E01003395,E01004194,1.454,0.874,,E01003395,1.454
E01003396,E01004196,1.457,0.94,,E01003396,1.457
E01003397,E01004115,1.464,0.915,,E01003397,1.464
E01003398,E01004118,1.485,1.017,,E01003398,1.485
E01003368,E01004119,1.456,0.782,,E01003368,1.456
E01003372,E01004132,1.436,0.747,,E01003372,1.436
E01003393,E01004133,1.419,0.928,,E01003393,1.419
E01003406,E01004171,1.482,0.893,,E01003406,1.482
E01003407,E01004172,1.402,1.098,,E01003407,1.402
E01003355,E01004173,1.091,0.847,,E01003355,1.091
E01003356,E01004175,1.141,0.701,,E01003356,1.141
E01003358,E01004176,1.165,0.836,,E01003358,1.165
E01003383,E01004076,1.088,1.082,,E01003383,1.088
E01003384,E01004077,1.011,1.074,,E01003384,1.011
E01003442,E01004078,1.048,0.978,,E01003442,1.048
E01003443,E01004079,0.689,0.976,,E01003443,0.689
E01003444,E01004080,0.837,1.153,,E01003444,0.837
E01003445,E01004081,1.087,1.035,,E01003445,1.087
E01003463,E01004082,1.09,1.189,,E01003463,1.09
E01003380,E01004137,0.972,1.123,,E01003380,0.972
E01003382,E01004140,0.953,1.197,,E01003382,0.953
E01003385,E01004141,0.998,1.103,,E01003385,0.998
E01003399,E01004149,1.074,0.925,,E01003399,1.074
E01003423,E01034155,0.934,1.162,,E01003423,0.934
E01003357,E01034156,1.421,1.15,,E01003357,1.421
E01003376,E01004101,1.434,0.853,,E01003376,1.434
E01003377,E01004103,1.461,0.912,,E01003377,1.461
E01003408,E01004138,1.276,0.964,,E01003408,1.276
E01003410,E01004139,1.479,0.954,,E01003410,1.479
E01003386,E01004168,1.484,0.805,,E01003386,1.484
E01003388,E01004143,1.49,0.963,,E01003388,1.49
E01003389,E01004148,1.488,1.098,,E01003389,1.488
E01003392,E01004159,1.464,0.852,,E01003392,1.464
E01003409,E01004160,1.452,0.967,,E01003409,1.452
E01003387,E01004161,1.469,0.887,,E01003387,1.469
E01003391,E01004097,1.449,0.778,,E01003391,1.449
E01003411,E01004098,1.483,0.676,,E01003411,1.483
E01003412,E01004099,1.492,0.698,,E01003412,1.492
E01003435,E01004100,1.414,0.81,,E01003435,1.414
E01003361,E01004102,1.256,0.617,,E01003361,1.256
E01003424,E01004110,0.957,0.861,,E01003424,0.957
E01003425,E01004111,1.167,0.812,,E01003425,1.167
E01003426,E01004112,1.336,0.756,,E01003426,1.336
E01003428,E01004120,1.05,0.682,,E01003428,1.05
E01003366,E01004157,1.188,0.903,,E01003366,1.188
E01003381,E01004087,0.904,1.1,,E01003381,0.904
E01003446,E01004170,1.121,1.048,,E01003446,1.121
E01003447,E01004174,1.274,0.972,,E01003447,1.274
E01003471,E01004178,1.189,1.095,,E01003471,1.189
E01003413,E01004179,1.494,0.99,,E01003413,1.494
E01003414,E01004152,1.471,1.096,,E01003414,1.471
E01003415,E01004155,1.489,1.016,,E01003415,1.489
E01003416,E01004156,1.451,1.109,,E01003416,1.451
E01003434,E01004158,1.489,0.917,,E01003434,1.489
E01003373,E01004162,1.482,1.159,,E01003373,1.482
E01003378,E01004083,1.454,1.003,,E01003378,1.454
E01003379,E01004086,1.466,1.254,,E01003379,1.466
E01003390,E01004088,1.502,1.028,,E01003390,1.502
E01003405,E01004089,1.481,1.178,,E01003405,1.481
E01003429,E01004182,1.438,1.086,,E01003429,1.438
E01003430,E01004104,1.384,0.705,,E01003430,1.384
E01003431,E01004107,1.445,0.874,,E01003431,1.445
E01003432,E01004177,1.459,0.991,,E01003432,1.459
E01003433,E01004180,1.448,0.877,,E01003433,1.448
E01003466,E01004181,1.133,1.074,,E01003466,1.133
E01003467,E01004090,1.075,1.123,,E01003467,1.075
E01003468,E01004096,1.034,1.017,,E01003468,1.034
E01003469,E01004150,1.35,1.023,,E01003469,1.35
E01003470,E01004151,1.276,1.035,,E01003470,1.276
E01003362,E01004153,0.995,1.159,,E01003362,0.995
E01003363,E01004091,1.153,0.835,,E01003363,1.153
E01003364,E01004092,1.107,1.05,,E01003364,1.107
E01003365,E01004105,1.154,0.878,,E01003365,1.154
E01003421,E01004106,1.137,0.757,,E01003421,1.137
E01003374,E01004154,1.435,0.861,,E01003374,1.435
E01003375,E01004084,1.374,1.025,,E01003375,1.374
E01003437,E01004085,1.345,1.156,,E01003437,1.345
E01003440,E01004108,1.374,0.873,,E01003440,1.374
E01003441,E01004109,1.451,0.923,,E01003441,1.451
E01003427,E01004093,1.352,1.02,,E01003427,1.352
E01003436,E01004094,1.322,0.946,,E01003436,1.322
E01003439,E01004095,1.382,0.969,,E01003439,1.382
E01003448,E01004114,1.349,0.929,,E01003448,1.349
E01003453,E01032623,1.315,0.957,,E01003453,1.315
E01003438,E01004222,1.281,1.223,,E01003438,1.281
E01003449,E01004223,1.374,1.246,,E01003449,1.374
E01003450,E01004226,1.301,1.249,,E01003450,1.301
E01003451,E01035657,1.147,0.877,,E01003451,1.147
E01003452,E01035658,1.285,1.068,,E01003452,1.285
E01003417,E01035659,0.944,1.268,,E01003417,0.944
E01003418,E01004198,1.042,1.174,,E01003418,1.042
E01003419,E01004199,1.132,1.135,,E01003419,1.132
E01003420,E01004201,1.127,1.183,,E01003420,1.127
E01003422,E01035660,1.136,1.154,,E01003422,1.136
E01003744,E01035661,1.004,1.329,,E01003744,1.004
E01003745,E01004228,1.023,0.965,,E01003745,1.023
E01003746,E01004230,0.921,1.134,,E01003746,0.921
E01003747,E01004232,1.064,1.004,,E01003747,1.064
E01003748,E01004233,1.052,1.246,,E01003748,1.052
E01003749,E01004234,1.23,1.025,,E01003749,1.23
E01003750,E01004229,1.064,1.117,,E01003750,1.064
E01003720,E01004231,1.201,1.206,,E01003720,1.201
E01003722,E01032764,1.254,1.153,,E01003722,1.254
E01003723,E01032765,1.251,1.244,,E01003723,1.251
E01003726,E01032784,1.356,1.137,,E01003726,1.356
E01003721,E01035662,1.405,0.873,,E01003721,1.405
E01003724,E01035663,1.301,1.242,,E01003724,1.301
E01003725,E01004200,1.241,1.062,,E01003725,1.241
E01003727,E01004202,1.105,1.19,,E01003727,1.105
E01003654,E01004203,1.347,1.161,,E01003654,1.347
E01003655,E01004204,1.103,1.201,,E01003655,1.103
E01003658,E01004311,1.426,1.194,,E01003658,1.426
E01003660,E01004315,0.988,1.172,,E01003660,0.988
E01003656,E01035664,1.19,1.169,,E01003656,1.19
E01003657,E01004259,1.146,1.089,,E01003657,1.146
E01003659,E01004260,1.339,1.142,,E01003659,1.339
E01003698,E01004263,1.194,1.178,,E01003698,1.194
E01003699,E01004266,1.201,1.145,,E01003699,1.201
E01003700,E01004235,1.35,1.192,,E01003700,1.35
E01003701,E01004236,1.37,0.955,,E01003701,1.37
E01003702,E01004237,1.226,1.296,,E01003702,1.226
E01003703,E01004239,1.297,1.135,,E01003703,1.297
E01003704,E01035665,1.335,1.228,,E01003704,1.335
E01003668,E01035666,1.153,1.248,,E01003668,1.153
E01003669,E01035667,1.062,1.184,,E01003669,1.062
E01003670,E01004312,1.184,1.153,,E01003670,1.184
E01003671,E01004313,1.119,1.198,,E01003671,1.119
E01003672,E01004316,1.342,1.14,,E01003672,1.342
E01003673,E01035668,1.185,1.131,,E01003673,1.185
E01003674,E01035669,1.267,1.186,,E01003674,1.267
E01003707,E01004264,1.412,0.962,,E01003707,1.412
E01003708,E01032785,1.474,1.244,,E01003708,1.474
E01003709,E01032786,1.392,1.189,,E01003709,1.392
E01003710,E01035670,1.354,1.189,,E01003710,1.354
E01003759,E01004207,1.22,1.185,,E01003759,1.22
E01003760,E01004209,1.435,0.983,,E01003760,1.435
E01003761,E01004212,1.515,1.126,,E01003761,1.515
E01003762,E01032787,1.186,1.055,,E01003762,1.186
E01003763,E01004240,1.444,1.22,,E01003763,1.444
E01003764,E01004241,1.24,1.142,,E01003764,1.24
E01003765,E01004267,1.211,1.22,,E01003765,1.211
E01003705,E01004268,1.361,1.153,,E01003705,1.361
E01003706,E01035671,1.386,1.166,,E01003706,1.386
E01003711,E01035672,1.403,1.166,,E01003711,1.403
E01003712,E01035673,1.448,1.267,,E01003712,1.448
E01003646,E01004205,1.335,0.982,,E01003646,1.335
E01003648,E01004206,1.291,1.009,,E01003648,1.291
E01003649,E01004208,1.35,1.194,,E01003649,1.35
